LOCATION_NAME,TSN,LATITUDE,LONGITUDE,EFA_ID,PHONE,ADDRESS,FACILITIES,ACCESSIBILITY,TRANSPORT_MODE,MORNING_PEAK,AFTERNOON_PEAK
"Burleigh Heads Coach Stop (southbound)",42202,-28.088426,153.451792,10150243,,"Gold Coast Hwy at The Esplanade, Burleigh Heads QLD 4220",,,Coach,,
"Buronga Coach Stop",27391,-34.171219,142.185386,10150262,,"Hendy Rd at Murray Way, Buronga NSW 2739",,,Coach,,
"Burradoo Station",257620,-34.49401919,150.3983388,10101307,"02 4861 2045","Station St, Burradoo NSW 2576","Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Wheelchair accessible car space","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 2 cars",Train,6-8am,4-6.30pm
"Burrawang Coach Stop",2577144,-34.593273,150.516609,10131090,,"Burrawang General Store, Hoddle St, Burrawang NSW 2577",,,Coach,,
"Burrell Creek Coach Stop",24292,-31.9522,152.2957,101500063,,"The Bucketts Way, Burrell Creek NSW 2429",,,Coach,,
"Burren Junction Coach Stop",23861,-30.1036,148.966504,10150201,,"Alma St after Wateloo St, Burren Junction NSW 2386",,,Coach,,
"Burringbar Coach Stop",24833,-28.430064,153.470608,10158234,,"Tweed Valley Way at Cudgera Creek Rd, Burringbar NSW 2483",,,Coach,,
"Burwood Station",213410,-33.87731465,151.1047622,10101207,"02 9752 8734","Railway Pde, Burwood NSW 2134","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Byrock Coach Stop",28314,-30.6632,146.4037,10150274,,"Mitchell Hwy opp Byrock Post Office, Byrock NSW 2831",,,Coach,,
"Byron Bay Coach Stop",24811,-28.644828,153.612473,10150195,,"Byron Bay Visitor Information Centre, Jonson St, Byron Bay NSW 2481",,,"Coach, Bus",,
"Cabarita Wharf",21371,-33.84096251,151.1164853,10102031,,"Cabarita Rd, Cabarita NSW 2137","Bike lockers | Commuter car park | Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Hearing loop | PA system for announcements","Bus, Ferry",,
"Cabramatta Station",216620,-33.89486655,150.9388206,10101287,"02 9765 1234","Railway Pde, Cabramatta NSW 2166","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Camellia Station",214210,-33.81873435,151.0243009,10101222,"02 9848 9212","Grand Ave, Camellia NSW 2142","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Wheelchair accessible payphone","Level crossing | This location is not wheelchair accessible | PA system for announcements",Train,7-9am,4-6.30pm
"Campbelltown Station",256020,-34.06383549,150.813929,10101296,"02 4629 0721","Hurley St, Campbelltown NSW 2560","Bike lockers | Bike racks | Bike shed | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Campsie Station",219410,-33.91048116,151.1026308,10101396,"02 9718 3020","Beamish St, Campsie NSW 2194","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Canberra Civic Coach Stop",26011,-35.278997,149.127618,10150073,,"Canberra House, West Row, Canberra ACT 2601",,,"Coach, Bus",,
"Canberra Hospital Coach Stop",26051,-35.34638,149.101761,10150327,,"Main entrance, Hospital Rd, Garran ACT 2605",,,"Coach, Bus",,
"Canberra John James Hospital Coach Stop",26001,-35.318475,149.095764,10150034,,"Strickland Cres, Deakin ACT 2600",,,"Coach, Bus",,
"Canberra Station",26041,-35.319272,149.149396,10155022,"13 22 32","Burke Cres, Kingston ACT 2604","Commuter car park | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements","Train, Regional coach, Taxi",,
"Canley Vale Station",216610,-33.88679793,150.943987,10101286,"02 9765 1102","Railway Pde, Canley Vale NSW 2166","Commuter car park | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space","Wheelchair ramp boarding assistance | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Canowindra Coach Stop",28041,-33.56361,148.65979,10150114,,"Museum Memorial Park, Blatchford St, Canowindra NSW 2804",,,Coach,,
"Canterbury Station",219320,-33.91167214,151.1182133,10101395,"02 9563 7678","Canterbury Rd, Canterbury NSW 2193","Bike lockers | Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Capertee Coach Stop",28461,-33.146391,149.984257,10150313,,"Castlereagh Hwy opp Glen Davis Rd, Capertee NSW 2846",,,Coach,,
"Capitol Square Light Rail",2000255,-33.87975438,151.2056556,10101442,,"Hay St, Haymarket NSW 2000","Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Tactile surfaces | PA system for announcements","Light rail",,
"Carcoar Coach Stop",27911,-33.611524,149.140096,10150014,,"Icely St opp South Belubula St, Carcoar NSW 2791",,,Coach,,
"Cardiff Station",228520,-32.94182388,151.6629801,10101157,"02 4962 9437","Main Rd, Cardiff NSW 2285","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",6-7.30am,4-6.30pm
"Caringbah Station",222910,-34.04161039,151.1227476,10101349,"02 9522 1249","The Kingsway, Caringbah NSW 2229","Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Carlingford Station",211810,-33.78220108,151.0470507,10101226,"02 9848 9025","Lloyds Ave, Carlingford NSW 2118","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet","This location is wheelchair accessible | Tactile surfaces | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Carlton Station",221810,-33.96826632,151.1243369,10101337,"02 9563 7612","Railway Pde, Carlton NSW 2218","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Carramar Station",216330,-33.88431779,150.9615486,10101408,"02 9765 1168","Wattle Ave, Carramar NSW 2163","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements",Train,7-9am,4-6.30pm
"Carrathool turnoff Coach Stop",27112,-34.466659,145.416181,10150095,,"Sturt Hwy at Carrathool Rd, Carrathool NSW 2711",,,Coach,,
"Casino Station",24701,-28.860663,153.038275,10155062,"13 22 32","Canterbury St, Casino NSW 2470","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs | PA system for announcements","Train, Regional coach, Taxi",,
"Castle Hill Bus Interchange",2154190,-33.7321484,151.0064202,10148755,,"Old Castle Hill Rd, Castle Hill NSW 2154","Toilets | Taxi rank",,"Bus, Taxi",,
"Casula Station",217030,-33.94981838,150.911946,10101290,"02 9765 1655","Rushton Pl, Casula NSW 2170","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales | Wheelchair accessible car space","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements",Train,7-9am,4-6.30pm
"Central Station",200060,-33.88388163,151.2058293,10101100,"02 9379 1777","Eddy Ave, Haymarket NSW 2000","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet (MLAK) | Luggage storage | Baby change table | Free WiFi hotspot | Taxi rank","This location is wheelchair accessible | Escalator | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Light rail, Taxi",7-9am,4-6.30pm
"Charbon Coach Stop",28482,-32.880988,149.965112,10150282,,"Cooper Dr opp Cement Ave, Charbon NSW 2848",,,Coach,,
"Chatswood Station",206710,-33.79713406,151.1808207,10101117,"02 9379 3311","Cnr Railway St & Victoria Ave, Chatswood NSW 2067","Bike lockers | Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet (MLAK) | Baby change table | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Chatsworth Island Coach Stop",24699,-29.381595,153.233697,10158769,,"Chatsworth Rd opp Chatsworth Island General Store, Chatsworth NSW 2469",,,Coach,,
"Cheltenham Station",211920,-33.75586837,151.0788513,10101198,"02 9847 8417","Sutherland Rd, Cheltenham NSW 2119","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements",Train,7-9am,4-6.30pm
"Chester Hill Station",216220,-33.8835435,150.9994456,10101405,"02 9379 7703","Chester Hill Rd, Chester Hill NSW 2162","Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Chinderah Coach Stop (northbound)",24871,-28.233483,153.555962,10150148,,"Oxley Park, Chindera Bay Dr, Chinderah NSW 2487",,,Coach,,
"Chinderah Coach Stop (southbound)",24872,-28.232443,153.556665,10158235,,"Chindera Bay Dr opp Hacienda Caravan Park, Chinderah NSW 2487",,,Coach,,
"Chiswick Wharf",20462,-33.84554855,151.1417808,10102012,,"Bortfield Dr, Chiswick NSW 2046","Bike racks | Emergency help point | No Opal card top up or single trip ticket sales | Toilets","This location is wheelchair accessible | Hearing loop | Stairs | PA system for announcements","Bus, Ferry",,
"Circular Quay Station",200020,-33.86132358,151.2103898,10101103,"02 9224 3553","Alfred St, Sydney NSW 2000","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet (MLAK) | Taxi rank","This location is wheelchair accessible | Escalator | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Ferry, Taxi",7-9am,4-6.30pm
"Civic Light Rail",2300133,-32.927024,151.771687,10101502,,"Hunter St, Newcastle NSW 2300","Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Tactile surfaces | Level crossing | PA system for announcements | Hearing loop","Light rail",,
"Clandulla Coach Stop",28484,-32.903535,149.946374,10150288,,"Mead St after Neville St, Clandulla NSW 2848",,,Coach,,
"Clarendon Station",275630,-33.60895245,150.7885628,10101243,"02 9851 7249","Racecourse Rd, Clarendon NSW 2756","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet","Level crossing | Wheelchair ramp boarding assistance | Stairs | This location is not wheelchair accessible | PA system for announcements",Train,7-9am,4-6.30pm
"Clunes Coach Stop",24804,-28.731116,153.405844,10150140,,"Clunes General Store, Main St, Clunes NSW 2480",,,Coach,,
"Clyde Station",214230,-33.83628176,151.0174895,10101220,"02 9848 9212","Berry St, Granville NSW 2142","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","Lift | Wheelchair ramp boarding assistance | Stairs | This location is not wheelchair accessible | PA system for announcements",Train,7-9am,4-6.30pm
"Coalcliff Station",250850,-34.24225043,150.9772427,10101359,"02 4223 5569","Lawrence Hargrave Dr, Coalcliff NSW 2508","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets","Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus",6-8am,4-6.30pm
